Stamp,Invoice No.,Unit,Value
2017-07-01 10:30:00,1518,2,68.0
2017-07-01 10:45:00,3039,3,368.0
2017-07-01 11:00:00,4566,5,340.0
2017-07-01 11:15:00,6102,7,254.0
2017-07-01 11:30:00,7650,12,378.0
2017-07-01 11:45:00,4602,8,319.0
2017-07-01 12:00:00,6150,7,1089.0
2017-07-01 12:15:00,7710,9,442.0
2017-07-01 12:30:00,3091,5,155.0
2017-07-01 12:45:00,9297,10,436.0
2017-07-01 13:00:00,14013,21,1279.0
2017-07-01 13:15:00,10955,10,437.0
2017-07-01 13:30:00,14157,10,874.0
2017-07-01 13:45:00,11067,12,491.0
2017-07-01 14:00:00,7935,11,592.0
2017-07-01 14:15:00,12748,22,925.0
2017-07-01 14:30:00,6398,6,274.0
2017-07-01 14:45:00,11235,12,425.0
2017-07-01 15:00:00,24240,24,2154.2
2017-07-01 15:15:00,11396,11,1674.0
2017-07-01 15:30:00,11445,11,386.2
2017-07-01 15:45:00,13140,13,651.0
2017-07-01 16:00:00,13204,18,682.0
2017-07-01 16:15:00,13268,14,626.0
2017-07-01 16:30:00,6661,8,508.0
2017-07-01 16:45:00,10023,14,1195.0
2017-07-01 17:00:00,16785,24,1400.0
2017-07-01 17:15:00,11809,20,991.0
2017-07-01 17:30:00,8465,6,241.0
2017-07-01 17:45:00,18713,17,1168.4
2017-07-01 18:00:00,10263,8,418.0
2017-07-01 18:15:00,12019,13,888.0
2017-07-01 18:30:00,8615,5,362.0
2017-07-01 18:45:00,1726,2,42.0
2017-07-01 19:00:00,3455,8,1160.0
2017-07-01 19:15:00,0,0,0.0
2017-07-01 19:30:00,0,0,0.0
2017-07-01 19:45:00,0,0,0.0
2017-07-01 20:00:00,0,0,0.0
2017-07-01 20:15:00,0,0,0.0
2017-07-01 20:30:00,0,0,0.0
2017-07-01 20:45:00,0,0,0.0
2017-07-01 21:00:00,0,0,0.0
2017-07-01 21:15:00,0,0,0.0
2017-07-01 21:30:00,0,0,0.0
2017-07-01 21:45:00,0,0,0.0
2017-07-01 22:00:00,0,0,0.0
2017-07-01 22:15:00,0,0,0.0
2017-07-01 22:30:00,0,0,0.0
2017-07-01 22:45:00,0,0,0.0
2017-07-01 23:00:00,0,0,0.0
2017-07-01 23:15:00,0,0,0.0
2017-07-01 23:30:00,0,0,0.0
2017-07-01 23:45:00,0,0,0.0
2017-07-02 00:00:00,0,0,0.0
2017-07-02 00:15:00,0,0,0.0
2017-07-02 00:30:00,0,0,0.0
2017-07-02 00:45:00,0,0,0.0
2017-07-02 01:00:00,0,0,0.0
2017-07-02 01:15:00,0,0,0.0
2017-07-02 01:30:00,0,0,0.0
2017-07-02 01:45:00,0,0,0.0
2017-07-02 02:00:00,0,0,0.0
2017-07-02 02:15:00,0,0,0.0
2017-07-02 02:30:00,0,0,0.0
2017-07-02 02:45:00,0,0,0.0
2017-07-02 03:00:00,0,0,0.0
2017-07-02 03:15:00,0,0,0.0
2017-07-02 03:30:00,0,0,0.0
2017-07-02 03:45:00,0,0,0.0
2017-07-02 04:00:00,0,0,0.0
2017-07-02 04:15:00,0,0,0.0
2017-07-02 04:30:00,0,0,0.0
2017-07-02 04:45:00,0,0,0.0
2017-07-02 05:00:00,0,0,0.0
2017-07-02 05:15:00,0,0,0.0
2017-07-02 05:30:00,0,0,0.0
2017-07-02 05:45:00,0,0,0.0
2017-07-02 06:00:00,0,0,0.0
2017-07-02 06:15:00,0,0,0.0
2017-07-02 06:30:00,0,0,0.0
2017-07-02 06:45:00,0,0,0.0
2017-07-02 07:00:00,0,0,0.0
2017-07-02 07:15:00,0,0,0.0
2017-07-02 07:30:00,0,0,0.0
2017-07-02 07:45:00,0,0,0.0
2017-07-02 08:00:00,0,0,0.0
2017-07-02 08:15:00,0,0,0.0
2017-07-02 08:30:00,0,0,0.0
2017-07-02 08:45:00,0,0,0.0
2017-07-02 09:00:00,0,0,0.0
2017-07-02 09:15:00,0,0,0.0
2017-07-02 09:30:00,0,0,0.0
2017-07-02 09:45:00,0,0,0.0
2017-07-02 10:00:00,1729,1,55.0
2017-07-02 10:15:00,3461,5,266.0
2017-07-02 10:30:00,1732,3,121.0
2017-07-02 10:45:00,5202,3,101.0
2017-07-02 11:00:00,1736,1,27.0
2017-07-02 11:15:00,8695,8,399.0
2017-07-02 11:30:00,5229,9,535.0
2017-07-02 11:45:00,10485,16,781.0
2017-07-02 12:00:00,5256,4,279.0
2017-07-02 12:15:00,7022,6,355.0
2017-07-02 12:30:00,3517,10,548.0
2017-07-02 12:45:00,10575,12,780.0
2017-07-02 13:00:00,10611,3,339.0
2017-07-02 13:15:00,10647,15,544.0
2017-07-02 13:30:00,7118,11,499.0
2017-07-02 13:45:00,7134,6,284.0
2017-07-02 14:00:00,17905,18,834.6
2017-07-02 14:15:00,3593,4,294.0
2017-07-02 14:30:00,12607,13,554.0
2017-07-02 14:45:00,10845,13,845.0
2017-07-02 15:00:00,1811,1,30.0
2017-07-02 15:15:00,9070,9,260.0
2017-07-02 15:30:00,10917,12,895.0
2017-07-02 15:45:00,7298,5,297.0
2017-07-02 16:00:00,5484,3,182.0
2017-07-02 16:15:00,10995,7,568.0
2017-07-02 16:30:00,5511,3,446.0
2017-07-02 16:45:00,11049,7,441.0
2017-07-02 17:00:00,9235,8,434.0
2017-07-02 17:15:00,3701,2,84.0
2017-07-02 17:30:00,7414,6,383.0
2017-07-02 17:45:00,5571,3,229.0
2017-07-02 18:00:00,5580,5,191.0
2017-07-02 18:15:00,3725,3,347.0
2017-07-02 18:30:00,3729,4,189.0
2017-07-02 18:45:00,3733,4,376.0
2017-07-02 19:00:00,3737,5,198.0
2017-07-02 19:15:00,0,0,0.0
2017-07-02 19:30:00,0,0,0.0
2017-07-02 19:45:00,0,0,0.0
2017-07-02 20:00:00,0,0,0.0
2017-07-02 20:15:00,0,0,0.0
2017-07-02 20:30:00,0,0,0.0
2017-07-02 20:45:00,0,0,0.0
2017-07-02 21:00:00,0,0,0.0
2017-07-02 21:15:00,0,0,0.0
2017-07-02 21:30:00,0,0,0.0
2017-07-02 21:45:00,0,0,0.0
2017-07-02 22:00:00,0,0,0.0
2017-07-02 22:15:00,0,0,0.0
2017-07-02 22:30:00,0,0,0.0
2017-07-02 22:45:00,0,0,0.0
2017-07-02 23:00:00,0,0,0.0
2017-07-02 23:15:00,0,0,0.0
2017-07-02 23:30:00,0,0,0.0
2017-07-02 23:45:00,0,0,0.0
2017-07-03 00:00:00,0,0,0.0
2017-07-03 00:15:00,0,0,0.0
2017-07-03 00:30:00,0,0,0.0
2017-07-03 00:45:00,0,0,0.0
2017-07-03 01:00:00,0,0,0.0
2017-07-03 01:15:00,0,0,0.0
2017-07-03 01:30:00,0,0,0.0
2017-07-03 01:45:00,0,0,0.0
2017-07-03 02:00:00,0,0,0.0
2017-07-03 02:15:00,0,0,0.0
2017-07-03 02:30:00,0,0,0.0
2017-07-03 02:45:00,0,0,0.0
2017-07-03 03:00:00,0,0,0.0
2017-07-03 03:15:00,0,0,0.0
2017-07-03 03:30:00,0,0,0.0
2017-07-03 03:45:00,0,0,0.0
2017-07-03 04:00:00,0,0,0.0
2017-07-03 04:15:00,0,0,0.0
2017-07-03 04:30:00,0,0,0.0
2017-07-03 04:45:00,0,0,0.0
2017-07-03 05:00:00,0,0,0.0
2017-07-03 05:15:00,0,0,0.0
2017-07-03 05:30:00,0,0,0.0
2017-07-03 05:45:00,0,0,0.0
2017-07-03 06:00:00,0,0,0.0
2017-07-03 06:15:00,0,0,0.0
2017-07-03 06:30:00,0,0,0.0
2017-07-03 06:45:00,0,0,0.0
2017-07-03 07:00:00,0,0,0.0
2017-07-03 07:15:00,0,0,0.0
2017-07-03 07:30:00,0,0,0.0
2017-07-03 07:45:00,0,0,0.0
2017-07-03 08:00:00,0,0,0.0
2017-07-03 08:15:00,0,0,0.0
2017-07-03 08:30:00,0,0,0.0
2017-07-03 08:45:00,0,0,0.0
2017-07-03 09:00:00,0,0,0.0
2017-07-03 09:15:00,0,0,0.0
2017-07-03 09:30:00,0,0,0.0
2017-07-03 09:45:00,0,0,0.0
2017-07-03 10:00:00,0,0,0.0
2017-07-03 10:15:00,0,0,0.0
2017-07-03 10:30:00,0,0,0.0
2017-07-03 10:45:00,0,0,0.0
2017-07-03 11:00:00,1870,2,39.0
2017-07-03 11:15:00,3743,3,186.0
2017-07-03 11:30:00,3747,7,273.0
2017-07-03 11:45:00,5628,8,496.0
2017-07-03 12:00:00,9400,11,654.0
2017-07-03 12:15:00,5652,4,322.0
2017-07-03 12:30:00,5661,7,404.0
2017-07-03 12:45:00,7566,6,303.0
2017-07-03 13:00:00,0,0,0.0
2017-07-03 13:15:00,13279,10,531.0
2017-07-03 13:30:00,9515,5,570.0
2017-07-03 13:45:00,3813,2,84.0
2017-07-03 14:00:00,7638,11,587.0
2017-07-03 14:15:00,0,0,0.0
2017-07-03 14:30:00,5739,8,729.0
2017-07-03 14:45:00,5748,6,361.0
2017-07-03 15:00:00,3837,2,282.0
2017-07-03 15:15:00,1920,1,26.0
2017-07-03 15:30:00,5766,18,748.0
2017-07-03 15:45:00,5775,9,436.0
2017-07-03 16:00:00,3855,2,69.0
2017-07-03 16:15:00,3859,7,374.0
2017-07-03 16:30:00,7730,7,436.0
2017-07-03 16:45:00,15508,14,1263.0
2017-07-03 17:00:00,1943,1,44.0
2017-07-03 17:15:00,3889,0,108.0
2017-07-03 17:30:00,7790,9,538.0
2017-07-03 17:45:00,7806,5,395.0
2017-07-03 18:00:00,5865,3,157.0
2017-07-03 18:15:00,9795,11,592.8
2017-07-03 18:30:00,1962,1,44.0
2017-07-03 18:45:00,7858,3,380.0
2017-07-03 19:00:00,3935,2,77.0
2017-07-03 19:15:00,0,0,0.0
2017-07-03 19:30:00,0,0,0.0
2017-07-03 19:45:00,0,0,0.0
2017-07-03 20:00:00,0,0,0.0
2017-07-03 20:15:00,0,0,0.0
2017-07-03 20:30:00,0,0,0.0
2017-07-03 20:45:00,0,0,0.0
2017-07-03 21:00:00,0,0,0.0
2017-07-03 21:15:00,0,0,0.0
2017-07-03 21:30:00,0,0,0.0
2017-07-03 21:45:00,0,0,0.0
2017-07-03 22:00:00,0,0,0.0
2017-07-03 22:15:00,0,0,0.0
2017-07-03 22:30:00,0,0,0.0
2017-07-03 22:45:00,0,0,0.0
2017-07-03 23:00:00,0,0,0.0
2017-07-03 23:15:00,0,0,0.0
2017-07-03 23:30:00,0,0,0.0
2017-07-03 23:45:00,0,0,0.0
2017-07-04 00:00:00,0,0,0.0
2017-07-04 00:15:00,0,0,0.0
2017-07-04 00:30:00,0,0,0.0
2017-07-04 00:45:00,0,0,0.0
2017-07-04 01:00:00,0,0,0.0
2017-07-04 01:15:00,0,0,0.0
2017-07-04 01:30:00,0,0,0.0
2017-07-04 01:45:00,0,0,0.0
2017-07-04 02:00:00,0,0,0.0
2017-07-04 02:15:00,0,0,0.0
2017-07-04 02:30:00,0,0,0.0
2017-07-04 02:45:00,0,0,0.0
2017-07-04 03:00:00,0,0,0.0
2017-07-04 03:15:00,0,0,0.0
2017-07-04 03:30:00,0,0,0.0
2017-07-04 03:45:00,0,0,0.0
2017-07-04 04:00:00,0,0,0.0
2017-07-04 04:15:00,0,0,0.0
2017-07-04 04:30:00,0,0,0.0
2017-07-04 04:45:00,0,0,0.0
2017-07-04 05:00:00,0,0,0.0
2017-07-04 05:15:00,0,0,0.0
2017-07-04 05:30:00,0,0,0.0
2017-07-04 05:45:00,0,0,0.0
2017-07-04 06:00:00,0,0,0.0
2017-07-04 06:15:00,0,0,0.0
2017-07-04 06:30:00,0,0,0.0
2017-07-04 06:45:00,0,0,0.0
2017-07-04 07:00:00,0,0,0.0
2017-07-04 07:15:00,0,0,0.0
2017-07-04 07:30:00,0,0,0.0
2017-07-04 07:45:00,0,0,0.0
2017-07-04 08:00:00,0,0,0.0
2017-07-04 08:15:00,0,0,0.0
2017-07-04 08:30:00,0,0,0.0
2017-07-04 08:45:00,0,0,0.0
2017-07-04 09:00:00,0,0,0.0
2017-07-04 09:15:00,0,0,0.0
2017-07-04 09:30:00,0,0,0.0
2017-07-04 09:45:00,0,0,0.0
2017-07-04 10:00:00,1969,3,118.0
2017-07-04 10:15:00,0,0,0.0
2017-07-04 10:30:00,0,0,0.0
2017-07-04 10:45:00,3941,11,535.0
2017-07-04 11:00:00,3945,2,158.0
2017-07-04 11:15:00,3949,6,237.0
2017-07-04 11:30:00,5934,10,379.0
2017-07-04 11:45:00,0,0,0.0
2017-07-04 12:00:00,3961,4,150.0
2017-07-04 12:15:00,3965,3,170.0
2017-07-04 12:30:00,1985,1,30.0
2017-07-04 12:45:00,7950,5,145.0
2017-07-04 13:00:00,7966,8,226.0
2017-07-04 13:15:00,7982,10,1683.0
2017-07-04 13:30:00,3997,3,131.0
2017-07-04 13:45:00,4001,3,156.0
2017-07-04 14:00:00,2002,2,106.0
2017-07-04 14:15:00,6012,7,313.0
2017-07-04 14:30:00,4013,3,112.6
2017-07-04 14:45:00,12063,9,657.0
2017-07-04 15:00:00,14119,9,346.0
2017-07-04 15:15:00,10115,7,299.0
2017-07-04 15:30:00,10140,19,1130.0
2017-07-04 15:45:00,12201,10,610.0
2017-07-04 16:00:00,14280,8,559.0
2017-07-04 16:15:00,4089,5,158.0
2017-07-04 16:30:00,4093,4,610.0
2017-07-04 16:45:00,8198,11,402.0
2017-07-04 17:00:00,4105,2,195.0
2017-07-04 17:15:00,4109,4,269.0
2017-07-04 17:30:00,14413,18,1723.0
2017-07-04 17:45:00,10325,5,359.0
2017-07-04 18:00:00,10350,8,752.2
2017-07-04 18:15:00,8298,7,383.0
2017-07-04 18:30:00,0,0,0.0
2017-07-04 18:45:00,8318,7,713.0
2017-07-04 19:00:00,2082,10,472.0
2017-07-04 19:15:00,0,0,0.0
2017-07-04 19:30:00,0,0,0.0
2017-07-04 19:45:00,0,0,0.0
2017-07-04 20:00:00,0,0,0.0
2017-07-04 20:15:00,0,0,0.0
2017-07-04 20:30:00,0,0,0.0
2017-07-04 20:45:00,0,0,0.0
2017-07-04 21:00:00,0,0,0.0
2017-07-04 21:15:00,0,0,0.0
2017-07-04 21:30:00,0,0,0.0
2017-07-04 21:45:00,0,0,0.0
2017-07-04 22:00:00,0,0,0.0
2017-07-04 22:15:00,0,0,0.0
2017-07-04 22:30:00,0,0,0.0
2017-07-04 22:45:00,0,0,0.0
2017-07-04 23:00:00,0,0,0.0
2017-07-04 23:15:00,0,0,0.0
2017-07-04 23:30:00,0,0,0.0
2017-07-04 23:45:00,0,0,0.0
2017-07-05 00:00:00,0,0,0.0
2017-07-05 00:15:00,0,0,0.0
2017-07-05 00:30:00,0,0,0.0
2017-07-05 00:45:00,0,0,0.0
2017-07-05 01:00:00,0,0,0.0
2017-07-05 01:15:00,0,0,0.0
2017-07-05 01:30:00,0,0,0.0
2017-07-05 01:45:00,0,0,0.0
2017-07-05 02:00:00,0,0,0.0
2017-07-05 02:15:00,0,0,0.0
2017-07-05 02:30:00,0,0,0.0
2017-07-05 02:45:00,0,0,0.0
2017-07-05 03:00:00,0,0,0.0
2017-07-05 03:15:00,0,0,0.0
2017-07-05 03:30:00,0,0,0.0
2017-07-05 03:45:00,0,0,0.0
2017-07-05 04:00:00,0,0,0.0
2017-07-05 04:15:00,0,0,0.0
2017-07-05 04:30:00,0,0,0.0
2017-07-05 04:45:00,0,0,0.0
2017-07-05 05:00:00,0,0,0.0
2017-07-05 05:15:00,0,0,0.0
2017-07-05 05:30:00,0,0,0.0
2017-07-05 05:45:00,0,0,0.0
2017-07-05 06:00:00,0,0,0.0
2017-07-05 06:15:00,0,0,0.0
2017-07-05 06:30:00,0,0,0.0
2017-07-05 06:45:00,0,0,0.0
2017-07-05 07:00:00,0,0,0.0
2017-07-05 07:15:00,0,0,0.0
2017-07-05 07:30:00,0,0,0.0
2017-07-05 07:45:00,0,0,0.0
2017-07-05 08:00:00,0,0,0.0
2017-07-05 08:15:00,0,0,0.0
2017-07-05 08:30:00,0,0,0.0
2017-07-05 08:45:00,0,0,0.0
2017-07-05 09:00:00,0,0,0.0
2017-07-05 09:15:00,0,0,0.0
2017-07-05 09:30:00,0,0,0.0
2017-07-05 09:45:00,0,0,0.0
2017-07-05 10:00:00,2083,1,55.0
2017-07-05 10:15:00,2084,1,30.0
2017-07-05 10:30:00,0,0,0.0
2017-07-05 10:45:00,2085,1,35.0
2017-07-05 11:00:00,2086,2,110.0
2017-07-05 11:15:00,2087,0,62.0
2017-07-05 11:30:00,0,0,0.0
2017-07-05 11:45:00,6267,5,166.0
2017-07-05 12:00:00,8370,6,433.0
2017-07-05 12:15:00,10485,9,512.0
2017-07-05 12:30:00,0,0,0.0
2017-07-05 12:45:00,6303,7,300.0
2017-07-05 13:00:00,12633,12,579.0
2017-07-05 13:15:00,4220,3,101.0
2017-07-05 13:30:00,6339,3,170.0
2017-07-05 13:45:00,8466,6,329.0
2017-07-05 14:00:00,6360,5,188.0
2017-07-05 14:15:00,12747,9,444.0
2017-07-05 14:30:00,4257,2,76.0
2017-07-05 14:45:00,2130,5,238.0
2017-07-05 15:00:00,8530,5,469.0
2017-07-05 15:15:00,14966,8,373.0
2017-07-05 15:30:00,8574,7,525.0
2017-07-05 15:45:00,12891,7,693.0
2017-07-05 16:00:00,2152,3,285.0
2017-07-05 16:15:00,6462,7,380.0
2017-07-05 16:30:00,6471,5,302.0
2017-07-05 16:45:00,10805,9,319.4
2017-07-05 17:00:00,6495,3,294.0
2017-07-05 17:15:00,6504,5,449.0
2017-07-05 17:30:00,13035,12,901.0
2017-07-05 17:45:00,13071,10,558.4
2017-07-05 18:00:00,6552,8,308.0
2017-07-05 18:15:00,8750,5,503.0
2017-07-05 18:30:00,15351,9,506.0
2017-07-05 18:45:00,6594,3,167.0
2017-07-05 19:00:00,0,0,0.0
2017-07-05 19:15:00,0,0,0.0
2017-07-05 19:30:00,0,0,0.0
2017-07-05 19:45:00,0,0,0.0
2017-07-05 20:00:00,0,0,0.0
2017-07-05 20:15:00,0,0,0.0
2017-07-05 20:30:00,0,0,0.0
2017-07-05 20:45:00,0,0,0.0
2017-07-05 21:00:00,0,0,0.0
2017-07-05 21:15:00,0,0,0.0
2017-07-05 21:30:00,0,0,0.0
2017-07-05 21:45:00,0,0,0.0
2017-07-05 22:00:00,0,0,0.0
2017-07-05 22:15:00,0,0,0.0
2017-07-05 22:30:00,0,0,0.0
2017-07-05 22:45:00,0,0,0.0
2017-07-05 23:00:00,0,0,0.0
2017-07-05 23:15:00,0,0,0.0
2017-07-05 23:30:00,0,0,0.0
2017-07-05 23:45:00,0,0,0.0
2017-07-06 00:00:00,0,0,0.0
2017-07-06 00:15:00,0,0,0.0
2017-07-06 00:30:00,0,0,0.0
2017-07-06 00:45:00,0,0,0.0
2017-07-06 01:00:00,0,0,0.0
2017-07-06 01:15:00,0,0,0.0
2017-07-06 01:30:00,0,0,0.0
2017-07-06 01:45:00,0,0,0.0
2017-07-06 02:00:00,0,0,0.0
2017-07-06 02:15:00,0,0,0.0
2017-07-06 02:30:00,0,0,0.0
2017-07-06 02:45:00,0,0,0.0
2017-07-06 03:00:00,0,0,0.0
2017-07-06 03:15:00,0,0,0.0
2017-07-06 03:30:00,0,0,0.0
2017-07-06 03:45:00,0,0,0.0
2017-07-06 04:00:00,0,0,0.0
2017-07-06 04:15:00,0,0,0.0
2017-07-06 04:30:00,0,0,0.0
2017-07-06 04:45:00,0,0,0.0
2017-07-06 05:00:00,0,0,0.0
2017-07-06 05:15:00,0,0,0.0
2017-07-06 05:30:00,0,0,0.0
2017-07-06 05:45:00,0,0,0.0
2017-07-06 06:00:00,0,0,0.0
2017-07-06 06:15:00,0,0,0.0
2017-07-06 06:30:00,0,0,0.0
2017-07-06 06:45:00,0,0,0.0
2017-07-06 07:00:00,0,0,0.0
2017-07-06 07:15:00,0,0,0.0
2017-07-06 07:30:00,0,0,0.0
2017-07-06 07:45:00,0,0,0.0
2017-07-06 08:00:00,0,0,0.0
2017-07-06 08:15:00,0,0,0.0
2017-07-06 08:30:00,0,0,0.0
2017-07-06 08:45:00,0,0,0.0
2017-07-06 09:00:00,0,0,0.0
2017-07-06 09:15:00,0,0,0.0
2017-07-06 09:30:00,0,0,0.0
2017-07-06 09:45:00,0,0,0.0
2017-07-06 10:00:00,0,0,0.0
2017-07-06 10:15:00,0,0,0.0
2017-07-06 10:30:00,0,0,0.0
2017-07-06 10:45:00,2200,1,75.0
2017-07-06 11:00:00,6606,4,233.0
2017-07-06 11:15:00,6615,7,201.0
2017-07-06 11:30:00,0,0,0.0
2017-07-06 11:45:00,8834,14,655.0
2017-07-06 12:00:00,4423,4,336.0
2017-07-06 12:15:00,4427,2,100.0
2017-07-06 12:30:00,6648,3,227.0
2017-07-06 12:45:00,6657,10,401.0
2017-07-06 13:00:00,13341,9,418.0
2017-07-06 13:15:00,8914,7,502.0
2017-07-06 13:30:00,17877,12,450.0
2017-07-06 13:45:00,2240,1,32.0
2017-07-06 14:00:00,6726,10,405.0
2017-07-06 14:15:00,2244,2,161.0
2017-07-06 14:30:00,11235,10,541.0
2017-07-06 14:45:00,18028,19,1176.5
2017-07-06 15:00:00,4517,2,136.0
2017-07-06 15:15:00,11310,7,431.0
2017-07-06 15:30:00,2265,4,200.0
2017-07-06 15:45:00,11340,13,496.0
2017-07-06 16:00:00,11365,10,407.0
2017-07-06 16:15:00,13671,10,592.0
2017-07-06 16:30:00,15995,15,850.0
2017-07-06 16:45:00,4579,2,93.0
2017-07-06 17:00:00,4583,2,132.0
2017-07-06 17:15:00,6882,5,159.0
2017-07-06 17:30:00,2296,1,66.0
2017-07-06 17:45:00,9194,6,336.0
2017-07-06 18:00:00,2301,3,140.0
2017-07-06 18:15:00,11520,10,641.0
2017-07-06 18:30:00,11545,10,441.0
2017-07-06 18:45:00,9254,5,282.0
2017-07-06 19:00:00,2316,7,312.0
2017-07-06 19:15:00,13917,16,1124.0
2017-07-06 19:30:00,11625,11,496.6
2017-07-06 19:45:00,6987,5,453.0
2017-07-06 20:00:00,2331,1,39.0
2017-07-06 20:15:00,2332,1,44.0
2017-07-06 20:30:00,4667,12,599.0
2017-07-06 20:45:00,2335,1,31.0
2017-07-06 21:00:00,0,0,0.0
2017-07-06 21:15:00,0,0,0.0
2017-07-06 21:30:00,0,0,0.0
2017-07-06 21:45:00,0,0,0.0
2017-07-06 22:00:00,0,0,0.0
2017-07-06 22:15:00,0,0,0.0
2017-07-06 22:30:00,0,0,0.0
2017-07-06 22:45:00,0,0,0.0
2017-07-06 23:00:00,0,0,0.0
2017-07-06 23:15:00,0,0,0.0
2017-07-06 23:30:00,0,0,0.0
2017-07-06 23:45:00,0,0,0.0
2017-07-07 00:00:00,0,0,0.0
2017-07-07 00:15:00,0,0,0.0
2017-07-07 00:30:00,0,0,0.0
2017-07-07 00:45:00,0,0,0.0
2017-07-07 01:00:00,0,0,0.0
2017-07-07 01:15:00,0,0,0.0
2017-07-07 01:30:00,0,0,0.0
2017-07-07 01:45:00,0,0,0.0
2017-07-07 02:00:00,0,0,0.0
2017-07-07 02:15:00,0,0,0.0
2017-07-07 02:30:00,0,0,0.0
2017-07-07 02:45:00,0,0,0.0
2017-07-07 03:00:00,0,0,0.0
2017-07-07 03:15:00,0,0,0.0
2017-07-07 03:30:00,0,0,0.0
2017-07-07 03:45:00,0,0,0.0
2017-07-07 04:00:00,0,0,0.0
2017-07-07 04:15:00,0,0,0.0
2017-07-07 04:30:00,0,0,0.0
2017-07-07 04:45:00,0,0,0.0
2017-07-07 05:00:00,0,0,0.0
2017-07-07 05:15:00,0,0,0.0
2017-07-07 05:30:00,0,0,0.0
2017-07-07 05:45:00,0,0,0.0
2017-07-07 06:00:00,0,0,0.0
2017-07-07 06:15:00,0,0,0.0
2017-07-07 06:30:00,0,0,0.0
2017-07-07 06:45:00,0,0,0.0
2017-07-07 07:00:00,0,0,0.0
2017-07-07 07:15:00,0,0,0.0
2017-07-07 07:30:00,0,0,0.0
2017-07-07 07:45:00,0,0,0.0
2017-07-07 08:00:00,0,0,0.0
2017-07-07 08:15:00,0,0,0.0
2017-07-07 08:30:00,0,0,0.0
2017-07-07 08:45:00,0,0,0.0
2017-07-07 09:00:00,0,0,0.0
2017-07-07 09:15:00,0,0,0.0
2017-07-07 09:30:00,0,0,0.0
2017-07-07 09:45:00,0,0,0.0
2017-07-07 10:00:00,0,0,0.0
2017-07-07 10:15:00,7013,3,239.0
2017-07-07 10:30:00,0,0,0.0
2017-07-07 10:45:00,7023,7,474.0
2017-07-07 11:00:00,4687,3,178.0
2017-07-07 11:15:00,9386,7,642.0
2017-07-07 11:30:00,7050,2,319.0
2017-07-07 11:45:00,2352,1,46.0
2017-07-07 12:00:00,4707,5,305.0
2017-07-07 12:15:00,2355,1,53.0
2017-07-07 12:30:00,7071,4,404.0
2017-07-07 12:45:00,7080,7,242.0
2017-07-07 13:00:00,14187,10,465.0
2017-07-07 13:15:00,2368,2,116.0
2017-07-07 13:30:00,9482,18,562.0
2017-07-07 13:45:00,19012,18,1396.0
2017-07-07 14:00:00,7146,4,357.0
2017-07-07 14:15:00,7155,3,1096.0
2017-07-07 14:30:00,7164,6,293.0
2017-07-07 14:45:00,9566,5,320.0
2017-07-07 15:00:00,7185,3,384.0
2017-07-07 15:15:00,14397,9,497.0
2017-07-07 15:30:00,4807,2,128.0
2017-07-07 15:45:00,19268,16,800.0
2017-07-07 16:00:00,16912,17,692.75
2017-07-07 16:15:00,4841,3,142.0
2017-07-07 16:30:00,12120,11,579.0
2017-07-07 16:45:00,14577,6,545.0
2017-07-07 17:00:00,14613,10,629.0
2017-07-07 17:15:00,29334,16,799.6
2017-07-07 17:30:00,14721,8,465.0
2017-07-07 17:45:00,7374,4,210.0
2017-07-07 18:00:00,9846,8,643.0
2017-07-07 18:15:00,9862,11,487.8
2017-07-07 18:30:00,12350,10,510.0
2017-07-07 18:45:00,9898,5,271.0
2017-07-07 19:00:00,4955,3,481.0
2017-07-07 19:15:00,17374,12,556.0
2017-07-07 19:30:00,7461,3,133.0
2017-07-07 19:45:00,12455,5,358.0
2017-07-07 20:00:00,2494,1,114.0
2017-07-07 20:15:00,14985,17,896.0
2017-07-07 20:30:00,7506,3,198.0
2017-07-07 20:45:00,0,0,0.0
2017-07-07 21:00:00,5011,6,210.0
2017-07-07 21:15:00,0,0,0.0
2017-07-07 21:30:00,0,0,0.0
2017-07-07 21:45:00,0,0,0.0
2017-07-07 22:00:00,0,0,0.0
2017-07-07 22:15:00,0,0,0.0
2017-07-07 22:30:00,0,0,0.0
2017-07-07 22:45:00,0,0,0.0
2017-07-07 23:00:00,0,0,0.0
2017-07-07 23:15:00,0,0,0.0
2017-07-07 23:30:00,0,0,0.0
2017-07-07 23:45:00,0,0,0.0
2017-07-08 00:00:00,0,0,0.0
2017-07-08 00:15:00,0,0,0.0
2017-07-08 00:30:00,0,0,0.0
2017-07-08 00:45:00,0,0,0.0
2017-07-08 01:00:00,0,0,0.0
2017-07-08 01:15:00,0,0,0.0
2017-07-08 01:30:00,0,0,0.0
2017-07-08 01:45:00,0,0,0.0
2017-07-08 02:00:00,0,0,0.0
2017-07-08 02:15:00,0,0,0.0
2017-07-08 02:30:00,0,0,0.0
2017-07-08 02:45:00,0,0,0.0
2017-07-08 03:00:00,0,0,0.0
2017-07-08 03:15:00,0,0,0.0
2017-07-08 03:30:00,0,0,0.0
2017-07-08 03:45:00,0,0,0.0
2017-07-08 04:00:00,0,0,0.0
2017-07-08 04:15:00,0,0,0.0
2017-07-08 04:30:00,0,0,0.0
2017-07-08 04:45:00,0,0,0.0
2017-07-08 05:00:00,0,0,0.0
2017-07-08 05:15:00,0,0,0.0
2017-07-08 05:30:00,0,0,0.0
