Stamp,Invoice No.,Unit,Value
2018-01-13 10:30:00,32612,0,90.0
2018-01-13 10:45:00,0,0,0.0
2018-01-13 11:00:00,97845,4,392.0
2018-01-13 11:15:00,0,0,0.0
2018-01-13 11:30:00,130474,6,382.0
2018-01-13 11:45:00,32621,1,89.0
2018-01-13 12:00:00,65245,4,225.0
2018-01-13 12:15:00,228389,10,513.0
2018-01-13 12:30:00,130530,7,333.6
2018-01-13 12:45:00,261108,20,963.8
2018-01-13 13:00:00,261172,16,969.0
2018-01-13 13:15:00,228578,20,1001.0
2018-01-13 13:30:00,130638,4,234.0
2018-01-13 13:45:00,293994,13,580.0
2018-01-13 14:00:00,65343,2,84.0
2018-01-13 14:15:00,163375,5,333.0
2018-01-13 14:30:00,98037,4,163.0
2018-01-13 14:45:00,130730,5,172.0
2018-01-13 15:00:00,196125,15,676.0
2018-01-13 15:15:00,163467,8,587.0
2018-01-13 15:30:00,196197,14,670.0
2018-01-13 15:45:00,130820,10,527.8
2018-01-13 16:00:00,0,0,0.0
2018-01-13 16:15:00,163550,7,717.0
2018-01-13 16:30:00,163575,18,902.4
2018-01-13 16:45:00,229047,13,728.0
2018-01-13 17:00:00,229096,11,666.8
2018-01-13 17:15:00,65465,3,136.0
2018-01-13 17:30:00,65469,2,112.0
2018-01-13 17:45:00,196431,16,1076.0
2018-01-13 18:00:00,229215,11,424.8
2018-01-13 18:15:00,98250,3,255.0
2018-01-13 18:30:00,131014,7,393.0
2018-01-13 18:45:00,0,0,0.0
2018-01-13 19:00:00,32756,1,26.4
2018-01-13 19:15:00,0,0,0.0
2018-01-13 19:30:00,0,0,0.0
2018-01-13 19:45:00,0,0,0.0
2018-01-13 20:00:00,0,0,0.0
2018-01-13 20:15:00,0,0,0.0
2018-01-13 20:30:00,0,0,0.0
2018-01-13 20:45:00,0,0,0.0
2018-01-13 21:00:00,0,0,0.0
2018-01-13 21:15:00,0,0,0.0
2018-01-13 21:30:00,0,0,0.0
2018-01-13 21:45:00,0,0,0.0
2018-01-13 22:00:00,0,0,0.0
2018-01-13 22:15:00,0,0,0.0
2018-01-13 22:30:00,0,0,0.0
2018-01-13 22:45:00,0,0,0.0
2018-01-13 23:00:00,0,0,0.0
2018-01-13 23:15:00,0,0,0.0
2018-01-13 23:30:00,0,0,0.0
2018-01-13 23:45:00,0,0,0.0
2018-01-14 00:00:00,0,0,0.0
2018-01-14 00:15:00,0,0,0.0
2018-01-14 00:30:00,0,0,0.0
2018-01-14 00:45:00,0,0,0.0
2018-01-14 01:00:00,0,0,0.0
2018-01-14 01:15:00,0,0,0.0
2018-01-14 01:30:00,0,0,0.0
2018-01-14 01:45:00,0,0,0.0
2018-01-14 02:00:00,0,0,0.0
2018-01-14 02:15:00,0,0,0.0
2018-01-14 02:30:00,0,0,0.0
2018-01-14 02:45:00,0,0,0.0
2018-01-14 03:00:00,0,0,0.0
2018-01-14 03:15:00,0,0,0.0
2018-01-14 03:30:00,0,0,0.0
2018-01-14 03:45:00,0,0,0.0
2018-01-14 04:00:00,0,0,0.0
2018-01-14 04:15:00,0,0,0.0
2018-01-14 04:30:00,0,0,0.0
2018-01-14 04:45:00,0,0,0.0
2018-01-14 05:00:00,0,0,0.0
2018-01-14 05:15:00,0,0,0.0
2018-01-14 05:30:00,0,0,0.0
2018-01-14 05:45:00,0,0,0.0
2018-01-14 06:00:00,0,0,0.0
2018-01-14 06:15:00,0,0,0.0
2018-01-14 06:30:00,0,0,0.0
2018-01-14 06:45:00,0,0,0.0
2018-01-14 07:00:00,0,0,0.0
2018-01-14 07:15:00,0,0,0.0
2018-01-14 07:30:00,0,0,0.0
2018-01-14 07:45:00,0,0,0.0
2018-01-14 08:00:00,0,0,0.0
2018-01-14 08:15:00,0,0,0.0
2018-01-14 08:30:00,0,0,0.0
2018-01-14 08:45:00,0,0,0.0
2018-01-14 09:00:00,0,0,0.0
2018-01-14 09:15:00,0,0,0.0
2018-01-14 09:30:00,0,0,0.0
2018-01-14 09:45:00,0,0,0.0
2018-01-14 10:00:00,0,0,0.0
2018-01-14 10:15:00,0,0,0.0
2018-01-14 10:30:00,32757,1,42.0
2018-01-14 10:45:00,65517,1,172.0
2018-01-14 11:00:00,65521,11,814.0
2018-01-14 11:15:00,131057,4,494.4
2018-01-14 11:30:00,65535,3,159.0
2018-01-14 11:45:00,98310,3,110.0
2018-01-14 12:00:00,65545,2,83.0
2018-01-14 12:15:00,32774,1,16.8
2018-01-14 12:30:00,131106,8,638.6
2018-01-14 12:45:00,98340,4,313.0
2018-01-14 13:00:00,65565,2,178.0
2018-01-14 13:15:00,98355,13,526.0
2018-01-14 13:30:00,65575,2,102.0
2018-01-14 13:45:00,131166,5,318.0
2018-01-14 14:00:00,65589,6,238.0
2018-01-14 14:15:00,98391,5,305.0
2018-01-14 14:30:00,262420,20,1327.0
2018-01-14 14:45:00,196857,10,462.0
2018-01-14 15:00:00,131258,6,263.0
2018-01-14 15:15:00,98454,4,227.0
2018-01-14 15:30:00,229761,11,639.0
2018-01-14 15:45:00,361152,26,1872.0
2018-01-14 16:00:00,98517,3,235.0
2018-01-14 16:15:00,229908,10,401.0
2018-01-14 16:30:00,164250,5,256.2
2018-01-14 16:45:00,32853,5,221.0
2018-01-14 17:00:00,197139,8,438.0
2018-01-14 17:15:00,164310,9,392.0
2018-01-14 17:30:00,98598,4,261.0
2018-01-14 17:45:00,164350,14,863.0
2018-01-14 18:00:00,32873,1,42.0
2018-01-14 18:15:00,131502,4,268.8
2018-01-14 18:30:00,65757,2,198.0
2018-01-14 18:45:00,32880,2,321.0
2018-01-14 19:00:00,0,0,0.0
2018-01-14 19:15:00,0,0,0.0
2018-01-14 19:30:00,0,0,0.0
2018-01-14 19:45:00,0,0,0.0
2018-01-14 20:00:00,0,0,0.0
2018-01-14 20:15:00,0,0,0.0
2018-01-14 20:30:00,0,0,0.0
2018-01-14 20:45:00,0,0,0.0
2018-01-14 21:00:00,0,0,0.0
2018-01-14 21:15:00,0,0,0.0
2018-01-14 21:30:00,0,0,0.0
2018-01-14 21:45:00,0,0,0.0
2018-01-14 22:00:00,0,0,0.0
2018-01-14 22:15:00,0,0,0.0
2018-01-14 22:30:00,0,0,0.0
2018-01-14 22:45:00,0,0,0.0
2018-01-14 23:00:00,0,0,0.0
2018-01-14 23:15:00,0,0,0.0
2018-01-14 23:30:00,0,0,0.0
2018-01-14 23:45:00,0,0,0.0
2018-01-15 00:00:00,0,0,0.0
2018-01-15 00:15:00,0,0,0.0
2018-01-15 00:30:00,0,0,0.0
2018-01-15 00:45:00,0,0,0.0
2018-01-15 01:00:00,0,0,0.0
2018-01-15 01:15:00,0,0,0.0
2018-01-15 01:30:00,0,0,0.0
2018-01-15 01:45:00,0,0,0.0
2018-01-15 02:00:00,0,0,0.0
2018-01-15 02:15:00,0,0,0.0
2018-01-15 02:30:00,0,0,0.0
2018-01-15 02:45:00,0,0,0.0
2018-01-15 03:00:00,0,0,0.0
2018-01-15 03:15:00,0,0,0.0
2018-01-15 03:30:00,0,0,0.0
2018-01-15 03:45:00,0,0,0.0
2018-01-15 04:00:00,0,0,0.0
2018-01-15 04:15:00,0,0,0.0
2018-01-15 04:30:00,0,0,0.0
2018-01-15 04:45:00,0,0,0.0
2018-01-15 05:00:00,0,0,0.0
2018-01-15 05:15:00,0,0,0.0
2018-01-15 05:30:00,0,0,0.0
2018-01-15 05:45:00,0,0,0.0
2018-01-15 06:00:00,0,0,0.0
2018-01-15 06:15:00,0,0,0.0
2018-01-15 06:30:00,0,0,0.0
2018-01-15 06:45:00,0,0,0.0
2018-01-15 07:00:00,0,0,0.0
2018-01-15 07:15:00,0,0,0.0
2018-01-15 07:30:00,0,0,0.0
2018-01-15 07:45:00,0,0,0.0
2018-01-15 08:00:00,0,0,0.0
2018-01-15 08:15:00,0,0,0.0
2018-01-15 08:30:00,0,0,0.0
2018-01-15 08:45:00,0,0,0.0
2018-01-15 09:00:00,0,0,0.0
2018-01-15 09:15:00,0,0,0.0
2018-01-15 09:30:00,0,0,0.0
2018-01-15 09:45:00,0,0,0.0
2018-01-15 10:00:00,0,0,0.0
2018-01-15 10:15:00,0,0,0.0
2018-01-15 10:30:00,0,0,0.0
2018-01-15 10:45:00,32881,1,37.0
2018-01-15 11:00:00,65765,1,70.6
2018-01-15 11:15:00,32885,1,155.0
2018-01-15 11:30:00,32886,0,59.0
2018-01-15 11:45:00,0,0,0.0
2018-01-15 12:00:00,65775,3,150.0
2018-01-15 12:15:00,65779,2,198.0
2018-01-15 12:30:00,65783,2,190.0
2018-01-15 12:45:00,32893,0,78.0
2018-01-15 13:00:00,164480,5,295.0
2018-01-15 13:15:00,32899,1,103.0
2018-01-15 13:30:00,131606,11,395.0
2018-01-15 13:45:00,164530,7,475.0
2018-01-15 14:00:00,65819,3,42.0
2018-01-15 14:15:00,164565,10,576.6
2018-01-15 14:30:00,98754,4,222.0
2018-01-15 14:45:00,65841,2,222.0
2018-01-15 15:00:00,164620,6,407.0
2018-01-15 15:15:00,296379,16,783.0
2018-01-15 15:30:00,164690,9,297.6
2018-01-15 15:45:00,296505,14,907.0
2018-01-15 16:00:00,164760,5,441.0
2018-01-15 16:15:00,98868,5,237.0
2018-01-15 16:30:00,131838,9,427.0
2018-01-15 16:45:00,32962,5,275.0
2018-01-15 17:00:00,230762,11,829.0
2018-01-15 17:15:00,164860,9,423.0
2018-01-15 17:30:00,164885,8,379.0
2018-01-15 17:45:00,98943,6,397.0
2018-01-15 18:00:00,131938,5,232.0
2018-01-15 18:15:00,164945,9,254.2
2018-01-15 18:30:00,65985,6,240.0
2018-01-15 18:45:00,32994,1,103.0
2018-01-15 19:00:00,0,0,0.0
2018-01-15 19:15:00,0,0,0.0
2018-01-15 19:30:00,0,0,0.0
2018-01-15 19:45:00,0,0,0.0
2018-01-15 20:00:00,0,0,0.0
2018-01-15 20:15:00,0,0,0.0
2018-01-15 20:30:00,0,0,0.0
2018-01-15 20:45:00,0,0,0.0
2018-01-15 21:00:00,0,0,0.0
2018-01-15 21:15:00,0,0,0.0
2018-01-15 21:30:00,0,0,0.0
2018-01-15 21:45:00,0,0,0.0
2018-01-15 22:00:00,0,0,0.0
2018-01-15 22:15:00,0,0,0.0
2018-01-15 22:30:00,0,0,0.0
2018-01-15 22:45:00,0,0,0.0
2018-01-15 23:00:00,0,0,0.0
2018-01-15 23:15:00,0,0,0.0
2018-01-15 23:30:00,0,0,0.0
2018-01-15 23:45:00,0,0,0.0
2018-01-16 00:00:00,0,0,0.0
2018-01-16 00:15:00,0,0,0.0
2018-01-16 00:30:00,0,0,0.0
2018-01-16 00:45:00,0,0,0.0
2018-01-16 01:00:00,0,0,0.0
2018-01-16 01:15:00,0,0,0.0
2018-01-16 01:30:00,0,0,0.0
2018-01-16 01:45:00,0,0,0.0
2018-01-16 02:00:00,0,0,0.0
2018-01-16 02:15:00,0,0,0.0
2018-01-16 02:30:00,0,0,0.0
2018-01-16 02:45:00,0,0,0.0
2018-01-16 03:00:00,0,0,0.0
2018-01-16 03:15:00,0,0,0.0
2018-01-16 03:30:00,0,0,0.0
2018-01-16 03:45:00,0,0,0.0
2018-01-16 04:00:00,0,0,0.0
2018-01-16 04:15:00,0,0,0.0
2018-01-16 04:30:00,0,0,0.0
2018-01-16 04:45:00,0,0,0.0
2018-01-16 05:00:00,0,0,0.0
2018-01-16 05:15:00,0,0,0.0
2018-01-16 05:30:00,0,0,0.0
2018-01-16 05:45:00,0,0,0.0
2018-01-16 06:00:00,0,0,0.0
2018-01-16 06:15:00,0,0,0.0
2018-01-16 06:30:00,0,0,0.0
2018-01-16 06:45:00,0,0,0.0
2018-01-16 07:00:00,0,0,0.0
2018-01-16 07:15:00,0,0,0.0
2018-01-16 07:30:00,0,0,0.0
2018-01-16 07:45:00,0,0,0.0
2018-01-16 08:00:00,0,0,0.0
2018-01-16 08:15:00,0,0,0.0
2018-01-16 08:30:00,0,0,0.0
2018-01-16 08:45:00,0,0,0.0
2018-01-16 09:00:00,0,0,0.0
2018-01-16 09:15:00,0,0,0.0
2018-01-16 09:30:00,0,0,0.0
2018-01-16 09:45:00,0,0,0.0
2018-01-16 10:00:00,0,0,0.0
2018-01-16 10:15:00,32995,4,260.0
2018-01-16 10:30:00,0,0,0.0
2018-01-16 10:45:00,65993,2,189.0
2018-01-16 11:00:00,32998,1,49.0
2018-01-16 11:15:00,0,0,0.0
2018-01-16 11:30:00,32999,2,88.0
2018-01-16 11:45:00,33000,1,49.0
2018-01-16 12:00:00,165015,7,498.0
2018-01-16 12:15:00,99021,4,240.0
2018-01-16 12:30:00,0,0,0.0
2018-01-16 12:45:00,99030,6,366.0
2018-01-16 13:00:00,198087,6,215.0
2018-01-16 13:15:00,165100,5,479.0
2018-01-16 13:30:00,33023,2,71.0
2018-01-16 13:45:00,132102,6,374.2
2018-01-16 14:00:00,33028,1,94.0
2018-01-16 14:15:00,99090,10,481.0
2018-01-16 14:30:00,66065,4,163.0
2018-01-16 14:45:00,264300,10,461.0
2018-01-16 15:00:00,99129,5,238.0
2018-01-16 15:15:00,132186,4,533.0
2018-01-16 15:30:00,99150,3,174.0
2018-01-16 15:45:00,165270,6,192.0
2018-01-16 16:00:00,0,0,0.0
2018-01-16 16:15:00,132234,9,860.4
2018-01-16 16:30:00,198381,6,303.0
2018-01-16 16:45:00,132274,8,331.0
2018-01-16 17:00:00,132290,7,499.0
2018-01-16 17:15:00,132306,6,220.0
2018-01-16 17:30:00,99240,4,299.0
2018-01-16 17:45:00,66165,2,141.0
2018-01-16 18:00:00,66169,2,46.0
2018-01-16 18:15:00,66173,4,190.0
2018-01-16 18:30:00,66177,5,151.0
2018-01-16 18:45:00,99273,4,592.0
2018-01-16 19:00:00,99282,5,444.0
2018-01-16 19:15:00,0,0,0.0
2018-01-16 19:30:00,0,0,0.0
2018-01-16 19:45:00,0,0,0.0
2018-01-16 20:00:00,0,0,0.0
2018-01-16 20:15:00,0,0,0.0
2018-01-16 20:30:00,0,0,0.0
2018-01-16 20:45:00,0,0,0.0
2018-01-16 21:00:00,0,0,0.0
2018-01-16 21:15:00,0,0,0.0
2018-01-16 21:30:00,0,0,0.0
2018-01-16 21:45:00,0,0,0.0
2018-01-16 22:00:00,0,0,0.0
2018-01-16 22:15:00,0,0,0.0
2018-01-16 22:30:00,0,0,0.0
2018-01-16 22:45:00,0,0,0.0
2018-01-16 23:00:00,0,0,0.0
2018-01-16 23:15:00,0,0,0.0
2018-01-16 23:30:00,0,0,0.0
2018-01-16 23:45:00,0,0,0.0
2018-01-17 00:00:00,0,0,0.0
2018-01-17 00:15:00,0,0,0.0
2018-01-17 00:30:00,0,0,0.0
2018-01-17 00:45:00,0,0,0.0
2018-01-17 01:00:00,0,0,0.0
2018-01-17 01:15:00,0,0,0.0
2018-01-17 01:30:00,0,0,0.0
2018-01-17 01:45:00,0,0,0.0
2018-01-17 02:00:00,0,0,0.0
2018-01-17 02:15:00,0,0,0.0
2018-01-17 02:30:00,0,0,0.0
2018-01-17 02:45:00,0,0,0.0
2018-01-17 03:00:00,0,0,0.0
2018-01-17 03:15:00,0,0,0.0
2018-01-17 03:30:00,0,0,0.0
2018-01-17 03:45:00,0,0,0.0
2018-01-17 04:00:00,0,0,0.0
2018-01-17 04:15:00,0,0,0.0
2018-01-17 04:30:00,0,0,0.0
2018-01-17 04:45:00,0,0,0.0
2018-01-17 05:00:00,0,0,0.0
2018-01-17 05:15:00,0,0,0.0
2018-01-17 05:30:00,0,0,0.0
2018-01-17 05:45:00,0,0,0.0
2018-01-17 06:00:00,0,0,0.0
2018-01-17 06:15:00,0,0,0.0
2018-01-17 06:30:00,0,0,0.0
2018-01-17 06:45:00,0,0,0.0
2018-01-17 07:00:00,0,0,0.0
2018-01-17 07:15:00,0,0,0.0
2018-01-17 07:30:00,0,0,0.0
2018-01-17 07:45:00,0,0,0.0
2018-01-17 08:00:00,0,0,0.0
2018-01-17 08:15:00,0,0,0.0
2018-01-17 08:30:00,0,0,0.0
2018-01-17 08:45:00,0,0,0.0
2018-01-17 09:00:00,0,0,0.0
2018-01-17 09:15:00,0,0,0.0
2018-01-17 09:30:00,0,0,0.0
2018-01-17 09:45:00,0,0,0.0
2018-01-17 10:00:00,0,0,0.0
2018-01-17 10:15:00,33096,2,86.0
2018-01-17 10:30:00,33097,1,44.0
2018-01-17 10:45:00,33098,2,82.0
2018-01-17 11:00:00,132402,5,372.0
2018-01-17 11:15:00,0,0,0.0
2018-01-17 11:30:00,99312,5,214.0
2018-01-17 11:45:00,66213,4,231.0
2018-01-17 12:00:00,33108,3,138.0
2018-01-17 12:15:00,66219,2,61.0
2018-01-17 12:30:00,99336,4,145.0
2018-01-17 12:45:00,99345,8,364.0
2018-01-17 13:00:00,165595,11,380.0
2018-01-17 13:15:00,66245,6,366.0
2018-01-17 13:30:00,66249,2,358.0
2018-01-17 13:45:00,165640,15,942.6
2018-01-17 14:00:00,33132,1,28.0
2018-01-17 14:15:00,99402,6,295.0
2018-01-17 14:30:00,66273,1,193.0
2018-01-17 14:45:00,99417,4,156.0
2018-01-17 15:00:00,33141,1,29.0
2018-01-17 15:15:00,66285,2,145.0
2018-01-17 15:30:00,66289,2,86.0
2018-01-17 15:45:00,33146,2,43.0
2018-01-17 16:00:00,132594,8,334.8
2018-01-17 16:15:00,132610,4,150.0
2018-01-17 16:30:00,232106,23,1639.0
2018-01-17 16:45:00,165820,6,277.0
2018-01-17 17:00:00,232190,9,393.0
2018-01-17 17:15:00,199059,11,478.0
2018-01-17 17:30:00,132726,7,374.0
2018-01-17 17:45:00,33184,1,30.0
2018-01-17 18:00:00,165935,9,622.0
2018-01-17 18:15:00,33190,2,83.0
2018-01-17 18:30:00,132770,7,484.0
2018-01-17 18:45:00,33195,1,74.25
2018-01-17 19:00:00,99591,6,248.8
2018-01-17 19:15:00,0,0,0.0
2018-01-17 19:30:00,0,0,0.0
2018-01-17 19:45:00,0,0,0.0
2018-01-17 20:00:00,0,0,0.0
2018-01-17 20:15:00,0,0,0.0
2018-01-17 20:30:00,0,0,0.0
2018-01-17 20:45:00,0,0,0.0
2018-01-17 21:00:00,0,0,0.0
2018-01-17 21:15:00,0,0,0.0
2018-01-17 21:30:00,0,0,0.0
2018-01-17 21:45:00,0,0,0.0
2018-01-17 22:00:00,0,0,0.0
2018-01-17 22:15:00,0,0,0.0
2018-01-17 22:30:00,0,0,0.0
2018-01-17 22:45:00,0,0,0.0
2018-01-17 23:00:00,0,0,0.0
2018-01-17 23:15:00,0,0,0.0
2018-01-17 23:30:00,0,0,0.0
2018-01-17 23:45:00,0,0,0.0
2018-01-18 00:00:00,0,0,0.0
2018-01-18 00:15:00,0,0,0.0
2018-01-18 00:30:00,0,0,0.0
2018-01-18 00:45:00,0,0,0.0
2018-01-18 01:00:00,0,0,0.0
2018-01-18 01:15:00,0,0,0.0
2018-01-18 01:30:00,0,0,0.0
2018-01-18 01:45:00,0,0,0.0
2018-01-18 02:00:00,0,0,0.0
2018-01-18 02:15:00,0,0,0.0
2018-01-18 02:30:00,0,0,0.0
2018-01-18 02:45:00,0,0,0.0
2018-01-18 03:00:00,0,0,0.0
2018-01-18 03:15:00,0,0,0.0
2018-01-18 03:30:00,0,0,0.0
2018-01-18 03:45:00,0,0,0.0
2018-01-18 04:00:00,0,0,0.0
2018-01-18 04:15:00,0,0,0.0
2018-01-18 04:30:00,0,0,0.0
2018-01-18 04:45:00,0,0,0.0
2018-01-18 05:00:00,0,0,0.0
2018-01-18 05:15:00,0,0,0.0
2018-01-18 05:30:00,0,0,0.0
2018-01-18 05:45:00,0,0,0.0
2018-01-18 06:00:00,0,0,0.0
2018-01-18 06:15:00,0,0,0.0
2018-01-18 06:30:00,0,0,0.0
2018-01-18 06:45:00,0,0,0.0
2018-01-18 07:00:00,0,0,0.0
2018-01-18 07:15:00,0,0,0.0
2018-01-18 07:30:00,0,0,0.0
2018-01-18 07:45:00,0,0,0.0
2018-01-18 08:00:00,0,0,0.0
2018-01-18 08:15:00,0,0,0.0
2018-01-18 08:30:00,0,0,0.0
2018-01-18 08:45:00,33199,3,289.0
2018-01-18 09:00:00,0,0,0.0
2018-01-18 09:15:00,0,0,0.0
2018-01-18 09:30:00,0,0,0.0
2018-01-18 09:45:00,0,0,0.0
2018-01-18 10:00:00,0,0,0.0
2018-01-18 10:15:00,33201,0,92.0
2018-01-18 10:30:00,0,0,0.0
2018-01-18 10:45:00,0,0,0.0
2018-01-18 11:00:00,66405,3,89.0
2018-01-18 11:15:00,99615,4,332.0
2018-01-18 11:30:00,99624,4,269.0
2018-01-18 11:45:00,33210,1,94.0
2018-01-18 12:00:00,66423,2,69.0
2018-01-18 12:15:00,166075,12,628.0
2018-01-18 12:30:00,33218,2,72.0
2018-01-18 12:45:00,199329,6,310.0
2018-01-18 13:00:00,66451,1,150.0
2018-01-18 13:15:00,232610,12,1336.0
2018-01-18 13:30:00,166180,6,313.0
2018-01-18 13:45:00,99720,3,146.0
2018-01-18 14:00:00,332465,20,986.6
2018-01-18 14:15:00,99759,1,149.0
2018-01-18 14:30:00,166285,7,314.0
2018-01-18 14:45:00,133046,11,539.0
2018-01-18 15:00:00,66529,5,220.0
2018-01-18 15:15:00,0,0,0.0
2018-01-18 15:30:00,199611,8,1006.0
2018-01-18 15:45:00,33272,2,248.0
2018-01-18 16:00:00,232932,13,560.8
2018-01-18 16:15:00,166410,6,441.4
2018-01-18 16:30:00,133146,1,360.0
2018-01-18 16:45:00,66579,6,296.0
2018-01-18 17:00:00,33291,1,27.6
2018-01-18 17:15:00,99879,3,252.0
2018-01-18 17:30:00,66591,2,99.0
2018-01-18 17:45:00,199797,10,782.0
2018-01-18 18:00:00,99912,4,226.0
2018-01-18 18:15:00,66613,4,245.0
2018-01-18 18:30:00,99927,4,213.0
2018-01-18 18:45:00,66623,5,292.0
2018-01-18 19:00:00,133258,3,451.0
2018-01-18 19:15:00,66635,5,210.0
2018-01-18 19:30:00,33319,2,86.0
2018-01-18 19:45:00,33320,2,53.0
2018-01-18 20:00:00,66643,6,281.0
2018-01-18 20:15:00,33323,1,40.0
2018-01-18 20:30:00,0,0,0.0
2018-01-18 20:45:00,166630,3,587.2
2018-01-18 21:00:00,0,0,0.0
2018-01-18 21:15:00,0,0,0.0
2018-01-18 21:30:00,0,0,0.0
2018-01-18 21:45:00,0,0,0.0
2018-01-18 22:00:00,0,0,0.0
2018-01-18 22:15:00,0,0,0.0
2018-01-18 22:30:00,0,0,0.0
2018-01-18 22:45:00,0,0,0.0
2018-01-18 23:00:00,0,0,0.0
2018-01-18 23:15:00,0,0,0.0
2018-01-18 23:30:00,0,0,0.0
2018-01-18 23:45:00,0,0,0.0
2018-01-19 00:00:00,0,0,0.0
2018-01-19 00:15:00,0,0,0.0
2018-01-19 00:30:00,0,0,0.0
2018-01-19 00:45:00,0,0,0.0
2018-01-19 01:00:00,0,0,0.0
2018-01-19 01:15:00,0,0,0.0
2018-01-19 01:30:00,0,0,0.0
2018-01-19 01:45:00,0,0,0.0
2018-01-19 02:00:00,0,0,0.0
2018-01-19 02:15:00,0,0,0.0
2018-01-19 02:30:00,0,0,0.0
2018-01-19 02:45:00,0,0,0.0
2018-01-19 03:00:00,0,0,0.0
2018-01-19 03:15:00,0,0,0.0
2018-01-19 03:30:00,0,0,0.0
2018-01-19 03:45:00,0,0,0.0
2018-01-19 04:00:00,0,0,0.0
2018-01-19 04:15:00,0,0,0.0
2018-01-19 04:30:00,0,0,0.0
2018-01-19 04:45:00,0,0,0.0
2018-01-19 05:00:00,0,0,0.0
2018-01-19 05:15:00,0,0,0.0
2018-01-19 05:30:00,0,0,0.0
2018-01-19 05:45:00,0,0,0.0
2018-01-19 06:00:00,0,0,0.0
2018-01-19 06:15:00,0,0,0.0
2018-01-19 06:30:00,0,0,0.0
2018-01-19 06:45:00,0,0,0.0
2018-01-19 07:00:00,0,0,0.0
2018-01-19 07:15:00,0,0,0.0
2018-01-19 07:30:00,0,0,0.0
2018-01-19 07:45:00,0,0,0.0
2018-01-19 08:00:00,0,0,0.0
2018-01-19 08:15:00,0,0,0.0
2018-01-19 08:30:00,0,0,0.0
2018-01-19 08:45:00,0,0,0.0
2018-01-19 09:00:00,0,0,0.0
2018-01-19 09:15:00,0,0,0.0
2018-01-19 09:30:00,0,0,0.0
2018-01-19 09:45:00,0,0,0.0
2018-01-19 10:00:00,0,0,0.0
2018-01-19 10:15:00,66659,3,87.0
2018-01-19 10:30:00,33331,2,64.0
2018-01-19 10:45:00,99999,4,214.0
2018-01-19 11:00:00,66671,6,254.0
2018-01-19 11:15:00,66675,2,301.0
2018-01-19 11:30:00,33339,5,145.0
2018-01-19 11:45:00,100023,7,333.0
2018-01-19 12:00:00,200073,9,400.0
2018-01-19 12:15:00,133402,7,231.0
2018-01-19 12:30:00,233492,4,1485.0
2018-01-19 12:45:00,0,0,0.0
2018-01-19 13:00:00,266914,27,1239.0
2018-01-19 13:15:00,200229,8,395.0
2018-01-19 13:30:00,233646,11,608.0
2018-01-19 13:45:00,133534,5,440.0
2018-01-19 14:00:00,33386,2,122.0
2018-01-19 14:15:00,133554,6,303.0
2018-01-19 14:30:00,166965,7,277.4
2018-01-19 14:45:00,66793,3,197.0
2018-01-19 15:00:00,200403,7,362.0
2018-01-19 15:15:00,66809,2,88.0
2018-01-19 15:30:00,167040,9,415.4
2018-01-19 15:45:00,100237,5,189.0
2018-01-19 16:00:00,66831,2,61.2
2018-01-19 16:15:00,100254,5,362.0
2018-01-19 16:30:00,233961,22,966.0
2018-01-19 16:45:00,167145,9,541.0
2018-01-19 17:00:00,234052,12,741.0
2018-01-19 17:15:00,234101,21,1149.0
2018-01-19 17:30:00,100344,4,139.6
2018-01-19 17:45:00,200715,9,818.0
2018-01-19 18:00:00,267676,13,593.0
2018-01-19 18:15:00,100395,7,321.0
2018-01-19 18:30:00,33467,1,147.0
2018-01-19 18:45:00,167350,14,2035.0
2018-01-19 19:00:00,133898,4,443.0
2018-01-19 19:15:00,100434,8,191.0
2018-01-19 19:30:00,66962,2,142.0
2018-01-19 19:45:00,66967,2,528.0
2018-01-19 20:00:00,66971,3,176.0
2018-01-19 20:15:00,66975,3,242.0
2018-01-19 20:30:00,100470,5,328.0
2018-01-19 20:45:00,33492,5,212.0
2018-01-19 21:00:00,33493,2,107.0
2018-01-19 21:15:00,0,0,0.0
2018-01-19 21:30:00,0,0,0.0
2018-01-19 21:45:00,0,0,0.0
2018-01-19 22:00:00,0,0,0.0
2018-01-19 22:15:00,0,0,0.0
2018-01-19 22:30:00,0,0,0.0
2018-01-19 22:45:00,0,0,0.0
2018-01-19 23:00:00,0,0,0.0
2018-01-19 23:15:00,0,0,0.0
2018-01-19 23:30:00,0,0,0.0
2018-01-19 23:45:00,0,0,0.0
2018-01-20 00:00:00,0,0,0.0
2018-01-20 00:15:00,0,0,0.0
2018-01-20 00:30:00,0,0,0.0
2018-01-20 00:45:00,0,0,0.0
2018-01-20 01:00:00,0,0,0.0
2018-01-20 01:15:00,0,0,0.0
2018-01-20 01:30:00,0,0,0.0
2018-01-20 01:45:00,0,0,0.0
2018-01-20 02:00:00,0,0,0.0
2018-01-20 02:15:00,0,0,0.0
2018-01-20 02:30:00,0,0,0.0
2018-01-20 02:45:00,0,0,0.0
2018-01-20 03:00:00,0,0,0.0
2018-01-20 03:15:00,0,0,0.0
2018-01-20 03:30:00,0,0,0.0
2018-01-20 03:45:00,0,0,0.0
2018-01-20 04:00:00,0,0,0.0
2018-01-20 04:15:00,0,0,0.0
2018-01-20 04:30:00,0,0,0.0
2018-01-20 04:45:00,0,0,0.0
2018-01-20 05:00:00,0,0,0.0
2018-01-20 05:15:00,0,0,0.0
2018-01-20 05:30:00,0,0,0.0
